City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,toma,12.7667,-2.8833,24.64,13,16,4.53,BF,1708123559
365,barcelos,41.5388,-8.6151,13.8,88,65,0.67,PT,1708123372
366,iwanai,42.9744,140.5089,-5.21,81,98,2.69,JP,1708123559
367,kapuskasing,49.4169,-82.4331,-16.95,71,100,4.12,CA,1708123559
368,afaahiti,-17.75,-149.2833,29.93,81,98,8.67,PF,1708123559
369,mejit,10.2753,170.8646,26.27,82,100,10.57,MH,1708123559
370,kamaishi,39.2667,141.8833,0.94,69,60,0.22,JP,1708123560
371,naliya,23.2667,68.8333,21.4,29,26,4.41,IN,1708123560
372,namibe,-15.1961,12.1522,24.46,83,92,2.89,AO,1708123560
373,bakchar,57.0186,82.0711,-22.39,98,100,2.58,RU,1708123560
374,cidade velha,14.9167,-23.6167,24.26,73,0,7.2,CV,1708123560
375,galveston,29.3669,-94.9669,19.06,92,100,5.14,US,1708123479
376,daru,-9.0763,143.2092,27.53,86,96,3.27,PG,1708123560
377,yima,34.7381,111.8839,4.5,72,0,1.12,CN,1708123561
378,tangalle,6.024,80.7911,25.96,77,100,5.98,LK,1708123561
379,new norfolk,-42.7826,147.0587,19.95,53,80,1.43,AU,1708123561
380,moengo,5.6167,-54.4,25.94,73,86,3.34,SR,1708123561
381,victorica,-36.2151,-65.4359,29.8,32,0,8.42,AR,1708123561
382,kencong,-8.2833,113.3667,24.93,89,90,1.26,ID,1708123510
383,northam,51.0333,-4.2167,11.25,97,61,4.06,GB,1708123562
384,basco,20.4487,121.9702,23.06,78,81,7.19,PH,1708123562
385,xi'an,34.2583,108.9286,-1.55,65,0,1.31,CN,1708123562
386,selma,36.5708,-119.6121,17.02,82,0,0.0,US,1708123472
387,hotan,37.0997,79.9269,7.78,32,61,4.92,CN,1708123562
388,fortaleza,-3.7227,-38.5247,29.48,89,20,3.6,BR,1708123402
389,aldinga beach,-35.2793,138.4604,24.59,47,70,2.28,AU,1708123563
390,ocean shores,46.9737,-124.1563,8.9,66,0,8.75,US,1708123496
391,yaren,-0.5472,166.916,28.91,76,99,6.07,NR,1708123563
392,wangaratta,-36.3667,146.3333,27.39,69,5,2.1,AU,1708123563
393,qinzhou,21.95,108.6167,17.68,85,7,2.67,CN,1708123563
394,tucuma,-0.1833,-50.05,24.89,92,30,2.94,BR,1708123390
395,aasiaat,68.7098,-52.8699,-16.34,86,100,1.42,GL,1708123564
396,dzhetygara,52.1908,61.2006,-19.96,83,86,2.47,KZ,1708123564
397,katsuura,35.1333,140.3,10.01,69,98,6.82,JP,1708123564
398,iquique,-20.2208,-70.1431,25.02,79,89,3.27,CL,1708123439
399,cockburn town,21.4612,-71.1419,24.98,69,75,7.2,TC,1708123564
400,gafsa,34.425,8.7842,15.12,63,40,5.14,TN,1708123565
401,menongue,-14.6585,17.691,19.6,76,84,1.95,AO,1708123565
402,flin flon,54.7682,-101.865,-5.09,54,100,2.06,CA,1708123565
403,mareeba,-17.0,145.4333,26.91,88,99,1.49,AU,1708123565
404,gatesville,31.4352,-97.7439,19.38,63,0,6.69,US,1708123565
405,buta,2.7858,24.73,27.21,60,99,3.05,CD,1708123565
406,ormond-by-the-sea,29.3491,-81.0665,23.13,76,75,3.09,US,1708123566
407,keflavik,64.0049,-22.5624,4.24,75,75,10.29,IS,1708123566
408,puerto leguizamo,-0.1934,-74.7819,22.74,98,100,0.11,CO,1708123566
409,bangassou,4.7413,22.8184,23.88,44,72,0.63,CF,1708123566
410,aioun,16.6614,-9.6149,26.81,14,3,5.35,MR,1708123566
411,santa ana de yacuma,-13.75,-65.4333,26.97,83,75,2.06,BO,1708123567
412,balikpapan,-1.2675,116.8289,24.55,94,20,2.06,ID,1708123567
413,sinabang,2.4803,96.3801,26.94,81,78,0.57,ID,1708123567
414,bismarck,46.8083,-100.7837,-7.09,51,75,11.83,US,1708123296
415,ambovombe,-25.1667,46.0833,23.52,90,1,3.58,MG,1708123567
416,san julian,21.0167,-102.1667,11.34,81,100,3.92,MX,1708123567
417,tagiura,32.8817,13.3506,17.12,48,100,4.48,LY,1708123568
418,la maddalena,41.2142,9.4083,13.09,80,100,4.29,IT,1708123568
419,portland,45.5234,-122.6762,8.32,60,75,11.83,US,1708123568
420,shevchenko,48.5,35.0,-1.25,61,16,3.52,UA,1708123568
421,nankana sahib,31.4475,73.6972,12.43,17,52,1.24,PK,1708123569
422,albertina,-22.2008,-46.6158,19.07,93,48,0.71,BR,1708123569
423,katsuren-haebaru,26.3369,127.8719,18.38,80,100,1.54,JP,1708123569
424,lhasa,29.65,91.1,-5.12,40,0,0.5,CN,1708123569
425,taltal,-25.4,-70.4833,22.01,75,74,4.12,CL,1708123569
426,pacific grove,36.6177,-121.9166,17.72,79,0,3.09,US,1708123570
427,darnetal,49.4453,1.1514,10.75,66,100,4.63,FR,1708123570
428,shimoda,34.6667,138.95,6.17,75,99,7.44,JP,1708123570
429,santa cruz,-17.8,-63.1667,32.03,58,40,6.17,BO,1708123570
430,ixtapa,20.7,-105.2,22.35,94,100,1.03,MX,1708123570
431,'ain benian,36.8028,2.9219,15.03,87,99,7.41,DZ,1708123571
432,olovyannaya,50.95,115.5667,-15.41,80,92,5.06,RU,1708123571
433,ullal,12.8,74.85,25.53,83,100,0.0,IN,1708123571
434,dzhangala,49.2167,50.3333,-11.08,65,99,6.53,KZ,1708123571
435,gebeit,21.0667,36.3167,12.82,52,0,1.87,SD,1708123571
436,port-saint-louis-du-rhone,43.3833,4.8,11.02,100,100,1.54,FR,1708123572
437,de aar,-30.6497,24.0123,12.19,37,6,3.73,ZA,1708123572
438,wamba,8.9333,8.6,24.67,19,96,1.94,NG,1708123572
439,huarmey,-10.0681,-78.1522,25.89,77,42,5.16,PE,1708123572
440,kavarna,43.4333,28.3333,2.6,79,93,5.52,BG,1708123572
441,magistral'nyy,56.1725,107.4458,-28.68,95,100,1.56,RU,1708123572
442,borogontsy,62.6683,131.1683,-40.67,92,29,2.62,RU,1708123572
443,yuzhno-kurilsk,44.0306,145.8556,-7.57,86,45,0.8,RU,1708123573
444,kourou,5.1552,-52.6478,28.03,84,99,3.69,GF,1708123573
445,itako,35.9333,140.55,5.25,78,77,3.72,JP,1708123573
446,naze,28.3667,129.4833,12.51,67,100,2.75,JP,1708123573
447,hilton head island,32.2163,-80.7526,20.06,67,100,0.45,US,1708123545
448,peterhead,57.5058,-1.7981,1.22,88,38,1.87,GB,1708123573
449,brookville,39.8367,-84.4113,-0.44,95,100,5.14,US,1708123574
450,abilene,32.4487,-99.7331,11.12,61,100,10.29,US,1708123346
451,geraldton,-28.7667,114.6,19.23,88,18,4.12,AU,1708123574
452,suining,30.508,105.5733,9.5,78,0,1.37,CN,1708123574
453,kolwezi,-10.7148,25.4667,16.64,96,84,1.22,CD,1708123574
454,garoowe,8.4054,48.4845,21.09,74,1,3.87,SO,1708123574
455,saint-francois,46.4154,3.9054,9.69,94,100,6.17,FR,1708123574
456,sao raimundo nonato,-9.0153,-42.6994,26.88,66,93,0.8,BR,1708123575
457,meulaboh,4.1363,96.1285,25.23,88,99,1.58,ID,1708123575
458,lae,-6.7221,146.9847,27.37,70,96,1.6,PG,1708123575
459,arvayheer,46.2639,102.775,-3.49,55,100,9.17,MN,1708123575
460,tazacorte,28.629,-17.9293,19.54,77,100,6.17,ES,1708123575
461,vernon,50.2581,-119.2691,2.56,55,27,1.03,CA,1708123513
462,nadi,-17.8,177.4167,29.0,70,40,5.14,FJ,1708123444
463,mosjoen,65.836,13.1908,1.06,100,100,1.03,NO,1708123576
464,antsohihy,-14.8796,47.9875,23.51,96,95,1.2,MG,1708123576
465,elliot lake,46.3834,-82.6331,-10.9,90,100,1.07,CA,1708123576
466,el granada,37.5027,-122.4694,17.46,73,0,3.09,US,1708123576
467,langen,49.9933,8.6728,12.85,92,100,3.6,DE,1708123577
468,kegen,43.0197,79.2203,-24.26,98,99,0.7,KZ,1708123287
469,grand gaube,-20.0064,57.6608,27.43,84,56,2.24,MU,1708123577
470,wanxian,30.8039,108.3897,9.52,86,0,1.58,CN,1708123577
471,touros,-5.1989,-35.4608,27.14,82,41,2.99,BR,1708123577
472,jayapura,-2.5333,140.7,25.66,78,100,1.16,ID,1708123577
473,east london,-33.0153,27.9116,19.01,56,0,3.87,ZA,1708123508
474,nchelenge,-9.3451,28.734,22.53,85,100,1.97,ZM,1708123578
475,xinyuan,37.3,99.0,-6.79,36,100,1.97,CN,1708123578
476,greenville,35.6127,-77.3663,16.09,53,0,4.02,US,1708123578
477,padang,-0.9492,100.3543,26.03,87,100,2.26,ID,1708123573
478,aranda de duero,41.6704,-3.6892,5.63,78,35,1.44,ES,1708123578
479,chinsali,-10.5414,32.0816,18.41,97,100,1.82,ZM,1708123579
480,al bahah,20.0129,41.4677,14.68,81,63,2.12,SA,1708123579
481,villa dolores,-31.9459,-65.1896,28.0,42,0,0.59,AR,1708123579
482,cabedelo,-6.9811,-34.8339,27.37,79,91,2.44,BR,1708123579
483,plastun,44.7561,136.2939,-7.32,66,100,1.44,RU,1708123579
484,aras-asan,8.8908,126.3033,25.22,80,43,3.09,PH,1708123579
485,kone,-21.0595,164.8658,29.71,58,21,3.56,NC,1708123580
486,severo-yeniseyskiy,60.3725,93.0408,-29.68,99,100,0.89,RU,1708123580
487,bodaybo,57.8506,114.1933,-23.18,98,100,1.02,RU,1708123580
488,yugorsk,61.3133,63.3319,-26.17,100,91,1.36,RU,1708123580
489,medeiros neto,-17.3739,-40.2206,24.15,79,100,1.72,BR,1708123580
490,paita,-5.0892,-81.1144,26.85,75,19,6.86,PE,1708123580
491,kapa'a,22.0752,-159.319,23.99,61,40,8.75,US,1708123581
492,cidreira,-30.1811,-50.2056,22.89,84,100,7.08,BR,1708123581
493,zouerate,22.7187,-12.4521,25.0,19,19,3.51,MR,1708123581
494,nyala,12.05,24.8833,19.39,21,59,6.71,SD,1708123581
495,kharan,28.5833,65.4167,17.36,28,2,1.35,PK,1708123453
496,nishon tumani,38.694,65.6751,7.14,61,20,2.06,UZ,1708123582
497,bonthe,7.5264,-12.505,26.73,84,8,3.2,SL,1708123582
498,tsiombe,-25.3,45.4833,23.98,91,9,3.42,MG,1708123582
499,bargaal,11.2864,51.0773,23.3,82,8,1.65,SO,1708123582
500,qingdao,36.0986,120.3719,0.78,86,0,3.0,CN,1708123582
501,tarko-sale,64.9225,77.785,-30.11,91,13,4.43,RU,1708123583
502,necochea,-38.5473,-58.7368,21.89,66,0,8.79,AR,1708123583
503,sao tome,0.3365,6.7273,28.02,83,40,2.06,ST,1708123583
504,aweil,8.7682,27.4002,25.78,21,63,2.53,SS,1708123583
505,kibondo,-3.5864,30.7203,16.7,94,100,0.67,TZ,1708123583
506,maceio,-9.6658,-35.7353,26.69,83,75,2.57,BR,1708123584
507,west mackay,-21.1481,149.1605,25.35,82,99,6.72,AU,1708123584
508,viedma,-40.8135,-62.9967,25.1,53,0,9.51,AR,1708123292
509,walvis bay,-22.9575,14.5053,15.53,77,33,0.0,NA,1708123584
510,tavda,58.0425,65.2726,-25.17,100,85,1.34,RU,1708123585
511,price,39.5994,-110.8107,8.4,42,100,5.14,US,1708123585
512,kilindoni,-7.9139,39.6668,28.28,80,99,5.33,TZ,1708123585
513,castillos,-34.1667,-53.8333,21.1,81,100,4.21,UY,1708123585
514,pocri,8.2667,-80.55,33.63,59,77,7.49,PA,1708123585
515,igrim,63.1906,64.4162,-31.47,100,48,1.18,RU,1708123585
516,fort mcmurray,56.7268,-111.381,3.77,38,0,8.23,CA,1708123536
517,mwinilunga,-11.7358,24.4293,16.99,97,59,1.65,ZM,1708123586
518,dudinka,69.4058,86.1778,-34.07,95,22,3.13,RU,1708123586
519,virginia,37.5481,-77.4467,11.08,43,100,3.09,US,1708123289
520,taco pozo,-25.6167,-63.2833,29.51,49,69,1.87,AR,1708123586
521,kotra,25.8167,79.3167,14.44,39,0,1.56,IN,1708123587
522,fort saskatchewan,53.7168,-113.2187,1.55,34,7,2.06,CA,1708123587
523,ciudad insurgentes,25.2625,-111.7753,23.68,34,0,7.91,MX,1708123587
524,taroa,8.7058,171.2275,27.2,78,100,9.33,MH,1708123587
525,brigantine,39.4101,-74.3646,5.11,44,0,4.12,US,1708123587
526,carnarvon,-24.8667,113.6333,28.06,53,18,4.87,AU,1708123587
527,rio grande,-32.035,-52.0986,25.06,82,99,6.54,BR,1708123588
528,catmon,10.7167,124.0,23.58,73,72,2.8,PH,1708123588
529,sao gabriel da cachoeira,-0.1303,-67.0892,27.18,77,66,0.35,BR,1708123588
530,lerwick,60.1545,-1.1494,3.0,68,32,4.12,GB,1708123588
531,farmville,37.3021,-78.3919,10.32,50,0,0.0,US,1708123588
532,santa gertrudis,19.7333,-99.3667,20.38,33,82,6.88,MX,1708123588
533,farasan,16.7022,42.1183,26.33,79,71,2.61,SA,1708123589
534,nantucket,41.2835,-70.0995,3.08,51,0,7.2,US,1708123589
535,rio preto da eva,-2.6994,-59.6997,26.46,87,100,0.3,BR,1708123589
536,canto do buriti,-8.11,-42.9444,27.8,66,93,1.65,BR,1708123589
537,nizhnegorskiy,45.4479,34.7384,2.0,81,100,5.91,UA,1708123589
538,praia da vitoria,38.7333,-27.0667,19.14,72,20,8.55,PT,1708123590
539,robore,-18.3333,-59.75,28.91,58,83,1.07,BO,1708123590
540,bull savanna,17.8868,-77.5902,25.16,75,32,5.54,JM,1708123590
541,turinskaya sloboda,57.6232,64.3858,-26.89,99,92,1.61,RU,1708123590
542,vila franca do campo,37.7167,-25.4333,18.27,99,99,6.33,PT,1708123590
543,illizi,26.4833,8.4667,17.72,14,48,1.5,DZ,1708123590
544,nouadhibou,20.931,-17.0347,20.99,73,52,7.2,MR,1708123590
545,bartica,6.4,-58.6167,28.18,70,69,2.35,GY,1708123591
546,poll,50.7833,6.6667,11.12,93,75,1.54,DE,1708123591
547,singaraja,-8.112,115.0882,26.39,79,64,1.52,ID,1708123591
548,bondo,3.8146,23.6866,26.23,62,99,1.43,CD,1708123591
549,sambava,-14.2667,50.1667,25.75,89,92,1.87,MG,1708123591
550,monte argentario,42.4345,11.1195,10.88,24,100,5.14,IT,1708123592
551,swakopmund,-22.6833,14.5333,15.47,85,25,2.54,NA,1708123592
552,lib,8.3122,167.3766,27.15,79,82,9.12,MH,1708123592
553,launceston,-41.45,147.1667,17.67,82,75,1.54,AU,1708123592
554,yeraliyev,43.2,51.65,-3.22,62,100,9.86,KZ,1708123593
555,chinde,26.8418,88.0763,9.32,67,0,1.83,NP,1708123593
556,bubaque,11.2833,-15.8333,26.49,79,39,6.12,GW,1708123593
557,pokhara,28.2333,83.9833,12.5,43,6,2.38,NP,1708123593
558,alakurtti,66.9672,30.3491,-9.67,96,100,2.08,RU,1708123593
559,aykhal,66.0,111.5,-40.08,100,100,3.29,RU,1708123593
560,urengoy,65.9667,78.3667,-31.35,91,14,3.17,RU,1708123593
561,mbandaka,0.0487,18.2603,26.6,68,93,2.19,CD,1708123594
562,la manga del mar menor,37.6413,-0.7165,15.15,93,75,1.54,ES,1708123594
563,kiunga,-6.1219,141.2906,24.06,99,100,1.28,PG,1708123594
564,lautoka,-17.6167,177.4667,28.92,70,40,5.14,FJ,1708123367
565,cordele,31.9635,-83.7824,17.29,45,75,3.09,US,1708123594
566,al jawf,29.5,38.75,10.45,56,20,3.09,SA,1708123595
567,seven pagodas,12.6264,80.1722,25.03,73,46,3.08,IN,1708123595
568,al majaridah,19.1236,41.9111,23.87,78,74,0.68,SA,1708123595
569,bikenibeu village,1.3673,173.1241,28.98,84,40,3.6,KI,1708123595
570,xining,36.6167,101.7667,1.17,27,72,1.02,CN,1708123595
571,tomatlan,19.9333,-105.25,21.01,88,100,0.83,MX,1708123596
572,pionerskiy,54.9508,20.2275,10.91,81,96,9.8,RU,1708123596
573,port blair,11.6667,92.75,25.92,71,98,3.59,IN,1708123596
